migration_status	genomic_migration	genomic_Ne	scenario	model	simulation_id	batch	row_in_batch	N1	N2	Na	founders1	founders2	Tdem1	Tdem2	shape_N_a	shape_N_b	Tsplit	Tam	Tsc	M12	nBarriersM12	M21	nBarriersM21
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000739	3	739	1.97733	1.21501	0.34546	0.72898	0.51021	0.19717	0.05128	0.59191	1.57301	0.21167	NA	NA	5.56445	299	22.47096	426
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000740	3	740	1.94135	0.94375	0.33276	0.33543	0.58834	0.32711	0.40435	2.8412	4.13128	0.68307	NA	NA	11.98032	196	20.58612	701
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000741	3	741	1.54328	0.11246	0.47077	0.46396	0.92309	0.58297	0.24677	1.19592	3.91802	0.73299	NA	NA	28.89036	105	14.96391	617
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000742	3	742	1.43534	1.25842	1.43593	0.96253	0.74081	0.1858	0.14849	4.76879	0.49135	0.82685	NA	NA	29.24491	300	7.80949	846
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000743	3	743	1.68647	0.76518	0.91317	0.89453	0.80472	0.70221	0.48518	3.49097	1.76587	0.71711	NA	NA	28.82011	866	15.03068	65
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000744	3	744	1.39399	0.31145	0.16039	0.87314	0.77995	0.15905	0.42339	4.05685	2.56927	0.49845	NA	NA	20.75655	264	34.97935	735
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000745	3	745	0.64857	0.33203	0.66685	0.40985	0.22044	0.00822	0.09526	1.86761	3.53084	0.14563	NA	NA	14.96744	20	5.63863	14
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000746	3	746	1.53666	1.86282	0.09002	0.43578	0.91025	0.01213	0.22263	1.20152	0.90334	0.29657	NA	NA	8.45442	413	16.5558	31
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000747	3	747	1.38107	1.26892	0.81896	0.48724	0.35887	0.35059	0.51912	1.37386	2.30449	0.87146	NA	NA	11.87524	380	39.80313	143
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000748	3	748	1.74077	1.89086	1.13876	0.78838	0.17078	0.01958	0.01018	3.53108	2.78005	0.0326	NA	NA	4.13364	700	7.42307	513
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000749	3	749	0.95186	0.72198	0.0469	0.13324	0.62116	0.39392	0.49252	4.83453	3.80935	0.56289	NA	NA	34.13031	371	20.34439	583
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000750	3	750	0.55588	0.80641	0.39582	0.81952	0.09924	0.10698	0.0512	3.40809	1.63303	0.24008	NA	NA	32.04828	824	28.50105	109
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000751	3	751	0.9195	0.57537	1.5253	0.40267	0.25844	0.09638	0.05877	0.99373	0.1062	0.82022	NA	NA	30.57947	485	30.9743	568
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000752	3	752	0.03361	1.72633	1.34027	0.01753	0.47892	0.01192	0.07333	3.1178	4.62971	0.10396	NA	NA	34.50328	699	6.72615	671
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000753	3	753	1.63447	0.30272	0.83245	0.70295	0.04061	0.0014	0.16476	1.04613	2.90529	0.69066	NA	NA	37.43254	586	27.74603	629
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000754	3	754	0.12032	1.17415	1.794	0.37291	0.16189	0.15901	0.12348	4.14516	0.37068	0.3803	NA	NA	15.74173	152	9.09849	568
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000755	3	755	0.30349	0.83819	0.36354	0.23876	0.96897	0.3485	0.77435	0.55307	2.9646	0.78974	NA	NA	20.80218	650	3.69024	45
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000756	3	756	0.21687	0.65398	1.70797	0.07697	0.30254	0.59058	0.26171	4.81268	2.79022	0.75763	NA	NA	30.01746	596	13.45312	463
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000757	3	757	1.41728	0.3018	0.22603	0.06922	0.28444	0.34225	0.36026	4.65206	0.3385	0.61663	NA	NA	22.58992	642	32.05775	296
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000758	3	758	1.76318	1.25498	0.07011	0.96336	0.53485	0.10769	0.17704	2.28441	1.8876	0.18072	NA	NA	2.12891	289	4.08375	861
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000759	3	759	0.90927	1.19976	1.58906	0.82471	0.66077	0.33316	0.59275	3.40691	1.75477	0.61896	NA	NA	14.51554	379	8.84101	39
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000760	3	760	1.64635	1.59725	0.82266	0.48132	0.14161	0.07587	0.17422	4.10368	3.56074	0.2055	NA	NA	39.60991	345	6.2493	498
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000761	3	761	1.4363	1.96048	0.82638	0.43778	0.01826	0.08622	0.39821	3.03409	0.52548	0.86659	NA	NA	36.063720000000004	859	13.15404	154
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000762	3	762	1.84958	1.84717	0.38268	0.70856	0.5393	0.01794	0.11902	1.09986	4.45203	0.23147	NA	NA	2.93647	440	25.2328	372
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000763	3	763	0.02342	0.90544	1.09436	0.13548	0.85925	0.12226	0.0332	4.97765	2.02923	0.43224	NA	NA	38.31558	783	21.93375	694
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000764	3	764	1.89928	1.08282	0.27247	0.91452	0.15937	0.03119	0.09245	4.19985	2.10626	0.40359	NA	NA	34.39322	425	8.61125	616
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000765	3	765	0.2406	0.91421	1.12284	0.52122	0.34269	0.05439	0.41718	0.17432	2.6035	0.77187	NA	NA	8.3091	808	19.2165	229
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000766	3	766	1.28529	0.21276	0.71374	0.93274	0.12916	0.13133	0.50464	1.21121	0.67859	0.81814	NA	NA	36.74772	880	16.72338	78
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000767	3	767	0.65607	1.60111	1.95026	0.5398	0.10498	0.35886	0.18613	1.75239	3.36174	0.42098	NA	NA	2.82302	141	24.07965	388
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000768	3	768	1.93482	1.62544	0.73035	0.48915	0.95061	0.00741	0.00504	4.26322	3.85113	0.01421	NA	NA	34.28375	124	30.80563	377
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000769	3	769	0.50219	1.76727	1.34514	0.88486	0.91388	0.00889	0.20535	1.67497	3.58233	0.22494	NA	NA	14.43016	34	12.28636	78
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000770	3	770	0.10788	1.23377	0.18062	0.5172	0.44777	0.07067	0.01501	4.97417	0.53838	0.39868	NA	NA	2.76152	389	11.63568	614
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000771	3	771	1.66888	0.69575	0.29259	0.02449	0.88405	0.36435	0.31345	2.81855	2.28518	0.79478	NA	NA	20.75346	107	1.08523	817
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000772	3	772	0.3295	0.28041	1.71634	0.07839	0.06291	0.44429	0.43611	4.07773	4.56711	0.48273	NA	NA	29.21286	840	13.58006	444
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000773	3	773	1.8073	1.54132	1.35573	0.09022	0.25436	0.32267	0.25112	3.14677	3.5825	0.38607	NA	NA	26.24546	440	31.73962	419
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000774	3	774	1.37673	0.61763	1.96284	0.60104	0.618	0.0984	0.05902	0.91001	3.0033	0.19561	NA	NA	14.95645	323	20.57893	559
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000775	3	775	0.5492	0.6353	1.00556	0.18573	0.3005	0.01702	0.04488	1.53734	1.87589	0.05493	NA	NA	28.42387	630	20.74996	423
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000776	3	776	0.38787	0.95181	0.88283	0.79719	0.58721	0.38402	0.21553	2.46138	3.16539	0.69694	NA	NA	7.32119	377	16.08179	7
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000777	3	777	1.88798	1.25925	0.64786	0.40571	0.60309	0.20246	0.37746	1.93016	4.78415	0.57904	NA	NA	26.207	270	2.99656	516
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000778	3	778	1.73703	1.97545	0.42261	0.89471	0.40045	0.45622	0.35324	0.36817	1.01922	0.82629	NA	NA	22.15257	366	11.83911	437
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000779	3	779	0.3246	0.21774	1.76107	0.094	0.37685	0.44014	0.10176	1.9374	3.66958	0.45417	NA	NA	32.15806	58	31.89358	351
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000780	3	780	0.83131	0.18457	0.45435	0.92389	0.05606	0.04185	0.38327	3.01521	0.5049	0.62195	NA	NA	29.77313	40	25.00531	1
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000781	3	781	1.44536	0.98591	1.87376	0.90045	0.23258	0.00607	0.01162	0.07485	1.80406	0.01419	NA	NA	12.48056	854	39.68112	689
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000782	3	782	0.11721	1.0053	1.93861	0.98075	0.58045	0.19496	0.41573	2.7789	3.49488	0.50748	NA	NA	29.54814	241	38.21669	143
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000783	3	783	1.78144	1.61863	0.65145	0.40219	0.60179	0.01182	0.01154	3.16003	2.54775	0.3235	NA	NA	29.05518	184	32.34466	570
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000784	3	784	0.14914	0.09537	1.45728	0.11255	0.23376	0.15147	0.33639	4.30406	2.45414	0.57013	NA	NA	20.43211	451	20.5189	705
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000785	3	785	1.32842	1.53858	1.23431	0.93696	0.47713	0.04568	4.6e-4	3.76685	4.23599	0.11757	NA	NA	31.44013	764	6.23446	40
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000786	3	786	1.20076	0.22006	0.4925	0.43856	0.42718	0.59997	0.40506	3.8846	1.04411	0.78875	NA	NA	31.35651	376	27.87948	850
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000787	3	787	0.92473	0.63111	0.84884	0.44182	0.68402	0.48594	0.00833	0.77153	0.31451	0.71315	NA	NA	11.20064	727	16.30727	824
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000788	3	788	0.21055	0.80585	1.16873	0.26831	0.70088	0.12818	0.23852	4.30445	4.95805	0.86845	NA	NA	8.91784	268	1.33584	822
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000789	3	789	0.43006	1.23401	0.76791	0.91676	0.55456	0.00492	0.27208	0.18577	0.81483	0.45919	NA	NA	35.68287	244	12.87353	265
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000790	3	790	0.36137	0.80095	0.76498	0.93014	0.60955	0.21745	0.14039	4.60175	4.94689	0.35414	NA	NA	38.25894	641	32.29329	294
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000791	3	791	1.51375	0.46237	0.41517	0.57138	0.66818	0.25588	0.10501	2.84772	0.23189	0.81859	NA	NA	27.50426	14	19.16814	127
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000792	3	792	1.4326	0.87644	1.88958	0.81743	0.02796	0.32893	0.34133	1.673	3.92015	0.46176	NA	NA	6.08019	549	20.52524	40
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000793	3	793	1.65359	1.65353	0.52739	0.8039	0.73774	0.42105	0.52438	1.0563	2.73861	0.75374	NA	NA	31.21459	188	5.11133	119
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000794	3	794	0.47705	0.92542	0.17121	0.46124	0.37681	0.11646	0.38866	2.6166	0.12802	0.65155	NA	NA	19.35267	816	13.84422	20
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000795	3	795	0.66133	1.20311	0.60351	0.32785	0.68667	0.47038	0.41733	3.41499	4.0004	0.63319	NA	NA	24.96404	720	36.92192	172
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000796	3	796	1.33144	0.88052	0.11354	0.20376	0.53709	0.42253	0.31572	0.2877	3.4914	0.74417	NA	NA	12.65363	898	3.79904	861
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000797	3	797	1.21203	0.5468	0.60889	0.71184	0.33957	0.24259	0.38928	0.01367	0.87864	0.42703	NA	NA	27.07868	32	33.13795	343
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000798	3	798	1.9861	0.6976	0.72653	0.17737	0.52051	0.12637	0.13087	1.21475	3.4672	0.3083	NA	NA	26.50259	164	26.99669	885
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000799	3	799	1.03154	1.07014	1.23487	0.30109	0.45998	0.20228	0.17351	3.14063	1.82063	0.50615	NA	NA	19.67322	142	24.11364	203
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000800	3	800	0.74529	1.71061	1.40328	0.00827	0.36169	0.03222	0.03799	4.63024	0.64016	0.04798	NA	NA	22.22216	313	37.54485	236
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000801	3	801	1.55828	0.6078	1.80074	0.09406	0.32498	0.03105	0.06734	1.44606	4.97715	0.08991	NA	NA	8.36977	659	25.72973	34
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000802	3	802	0.26693	0.32783	1.71465	0.05043	0.64505	0.30399	0.09986	4.2119	4.14382	0.32644	NA	NA	10.88609	465	31.25896	351
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000803	3	803	0.06112	1.89863	0.83396	0.58826	0.86357	0.19335	0.23714	3.18462	4.03152	0.55461	NA	NA	10.10573	589	11.99306	219
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000804	3	804	0.14926	1.64228	0.27898	0.15787	0.75014	0.60773	0.4974	0.45688	1.45034	0.62122	NA	NA	16.75663	307	20.94404	713
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000805	3	805	0.14833	0.51236	1.71551	0.52255	0.2324	0.21535	0.23301	2.35698	4.31368	0.39779	NA	NA	3.90961	39	7.96431	811
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000806	3	806	1.64873	1.34772	1.421	0.89395	0.07952	0.12052	0.2038	1.50911	3.94098	0.27068	NA	NA	36.04913	797	10.34658	356
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000807	3	807	1.47662	1.07516	1.32591	0.31097	0.98902	0.02869	0.00841	3.53499	3.88192	0.03201	NA	NA	3.71425	305	23.53659	686
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000808	3	808	0.10864	0.84888	0.20014	0.7963	0.54832	0.33536	0.39734	0.48755	1.38341	0.41358	NA	NA	30.98918	163	24.47967	309
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000809	3	809	0.81495	0.07011	0.04389	0.20853	0.53322	0.15665	0.12236	1.05069	1.81739	0.49488	NA	NA	24.66253	208	5.01646	191
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000810	3	810	1.37112	0.65092	1.66189	0.58829	0.06434	0.012	0.10818	3.99783	4.96338	0.22172	NA	NA	37.46165	258	38.68979	366
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000811	3	811	1.45928	0.63209	0.87539	0.96796	0.23448	0.0356	0.08129	0.49433	2.92485	0.71639	NA	NA	10.15672	135	36.38433	811
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000812	3	812	1.67591	1.8721	0.40445	0.11786	0.14253	0.02842	0.01712	1.44876	0.46239	0.03299	NA	NA	35.32021	824	7.66576	448
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000813	3	813	0.41683	0.45951	1.63286	0.99815	0.53695	0.17283	0.0864	1.64126	1.98436	0.17961	NA	NA	39.4094	504	12.34263	886
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000814	3	814	1.67627	0.73605	0.44729	0.95259	0.2207	0.22682	0.59754	4.93535	1.52567	0.70771	NA	NA	10.31184	34	31.8296	855
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000815	3	815	0.43378	0.56113	1.07363	0.7332	0.27389	0.36407	0.00357	2.42739	2.2383	0.43784	NA	NA	9.24034	306	10.72334	719
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000816	3	816	0.054	0.79889	0.156	0.11471	0.21784	0.07164	0.03534	2.65304	4.88174	0.09412	NA	NA	11.95563	686	2.63432	188
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000817	3	817	1.68144	0.661	0.42925	0.86986	0.59041	0.62394	0.55213	3.95356	0.20864	0.79737	NA	NA	11.94231	838	37.45216	255
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000818	3	818	1.62653	0.84299	1.46596	0.18483	0.88343	0.72212	0.48072	3.80149	3.81175	0.72307	NA	NA	16.01394	779	39.17181	332
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000819	3	819	0.11442	0.05518	0.74706	0.55932	0.66204	0.10904	0.39011	0.11909	3.98454	0.44794	NA	NA	9.94677	175	8.31516	524
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000820	3	820	0.14209	1.47342	0.40853	0.68464	0.54316	0.17216	0.18903	0.02556	4.41435	0.1918	NA	NA	23.7278	201	18.0249	527
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000821	3	821	1.34958	1.62504	1.08976	0.78139	0.63555	0.14761	0.08343	4.94614	3.17414	0.14981	NA	NA	34.63246	690	34.94779	889
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000822	3	822	1.59942	1.69151	0.66437	0.63567	0.51316	0.05626	0.1904	3.95022	3.46762	0.78066	NA	NA	21.13254	478	10.91312	83
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000823	3	823	0.88713	1.06173	1.84416	0.89391	0.37588	0.06152	0.05895	3.4701	3.50896	0.27642	NA	NA	1.87786	319	6.52401	108
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000824	3	824	1.05351	0.05245	0.95456	0.79265	0.71793	0.06854	0.01441	4.03288	2.93837	0.10263	NA	NA	26.88618	692	29.27795	655
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000825	3	825	0.12534	0.48532	0.65213	0.42812	0.71737	0.04618	0.0605	0.67632	2.98506	0.1203	NA	NA	3.68569	119	3.33957	696
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000826	3	826	1.6233900000000001	1.81633	0.30942	0.7598	0.26309	0.05799	0.06025	2.88012	2.79023	0.0787	NA	NA	8.70128	115	32.56019	493
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000827	3	827	0.38811	0.0434	1.16351	0.84053	0.90247	0.08828	0.1453	3.70674	1.64478	0.51877	NA	NA	26.27296	709	26.4154	616
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000828	3	828	0.06541	0.00354	1.94527	0.81006	0.48066	0.63609	0.41203	4.91794	3.08301	0.8008	NA	NA	7.07001	131	18.81758	886
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000829	3	829	0.3134	0.01151	1.89638	0.92436	0.96909	0.08414	0.07646	1.4262	4.85437	0.12981	NA	NA	30.3191	577	16.5611	692
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000830	3	830	0.22011	1.77987	0.64867	0.77217	0.02084	0.61942	0.48521	2.81984	3.21892	0.82039	NA	NA	7.67082	524	29.59212	148
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000831	3	831	0.6013	1.42602	1.29173	0.96962	0.38603	0.01301	0.00679	2.7171	3.91252	0.06453	NA	NA	23.28151	186	18.84261	838
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000832	3	832	1.40005	1.39109	1.64285	0.03218	0.64461	0.0222	0.29116	4.35674	3.68945	0.64211	NA	NA	13.43643	54	11.57957	329
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000833	3	833	1.35813	0.3686	1.51818	0.80215	0.50773	0.04287	0.0235	4.97043	0.37981	0.04499	NA	NA	6.21914	1	33.58122	115
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000834	3	834	0.72335	0.82479	0.5331	0.13878	0.9115	0.1075	0.0278	1.14089	2.55919	0.18512	NA	NA	21.4319	68	22.38023	653
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000835	3	835	1.86902	1.34524	1.61653	0.4461	0.30398	0.33423	0.23533	1.94636	4.28546	0.57043	NA	NA	22.69277	31	18.99652	833
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000836	3	836	0.00852	0.2879	1.24122	0.14627	0.06063	0.03013	0.02857	1.47915	1.14301	0.32375	NA	NA	39.64219	346	4.89548	895
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000837	3	837	0.72614	1.9077	0.49861	0.88852	0.04234	0.26873	0.2222	1.15052	4.35988	0.347	NA	NA	12.54089	658	2.50447	362
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000838	3	838	1.94874	0.27811	1.39551	0.75421	0.95723	0.01832	0.02358	1.24629	2.60657	0.12929	NA	NA	38.68461	140	28.44647	718
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000839	3	839	0.32293	0.93356	0.16437	0.81769	0.45829	0.2801	0.1277	0.13005	3.19758	0.44586	NA	NA	16.62314	727	16.61728	278
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000840	3	840	1.52582	1.10835	1.11497	0.22103	0.92629	0.41961	0.31113	3.72786	3.51209	0.72609	NA	NA	35.79503	194	15.60828	548
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000841	3	841	1.75436	0.04565	0.63623	0.47484	0.11289	0.02977	0.03421	3.37255	1.02568	0.05349	NA	NA	31.8826	819	7.24922	245
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000842	3	842	1.06209	1.5488	1.63182	0.15842	0.56639	0.0561	0.56874	0.96633	2.14119	0.72963	NA	NA	22.99201	212	5.74427	88
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000843	3	843	0.25577	0.92337	0.15923	0.93987	0.53011	0.09494	0.82019	3.54412	4.08681	0.86317	NA	NA	23.24163	185	4.30882	280
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000844	3	844	1.33772	0.27485	1.09077	0.4779	0.03011	0.21136	0.01557	0.17744	0.09619	0.21573	NA	NA	16.09399	524	28.22225	182
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000845	3	845	0.21486	1.81065	0.78818	0.73459	0.12198	0.27084	0.27344	3.06495	4.59899	0.58335	NA	NA	9.57368	202	7.33664	146
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000846	3	846	1.08815	1.72846	0.14481	0.74639	0.58818	0.19779	0.09161	0.04851	4.29736	0.57927	NA	NA	27.84545	770	11.47571	503
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000847	3	847	0.14055	1.96993	0.80858	0.25238	0.81998	0.10588	0.0429	1.25663	2.20929	0.60337	NA	NA	25.42252	339	37.95594	724
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000848	3	848	1.52156	1.56831	0.42624	0.07328	0.8689	0.20191	0.1431	1.33065	0.99256	0.33625	NA	NA	36.89338	339	27.21105	144
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000849	3	849	1.57746	0.67981	1.61183	0.21513	0.22698	0.06644	0.17718	1.00349	4.97566	0.20399	NA	NA	17.94418	647	33.93517	599
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000850	3	850	0.27478	1.82821	0.31625	0.66241	0.73683	0.30026	0.16793	3.03355	0.83329	0.6228	NA	NA	7.38514	126	24.47617	69
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000851	3	851	0.6775	0.60022	0.10193	0.78685	0.14044	0.04011	0.06407	1.71486	1.25911	0.11126	NA	NA	39.09834	881	5.73328	324
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000852	3	852	0.03324	0.78591	0.27482	0.1636	0.46435	0.29953	0.05212	0.62296	1.53257	0.36272	NA	NA	17.52571	134	29.13246	662
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000853	3	853	1.52412	0.67629	1.48469	0.2268	0.63369	0.0323	0.04993	3.40645	4.51561	0.07606	NA	NA	39.65734	133	27.79866	785
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000854	3	854	1.42071	0.24964	0.87175	0.13188	0.70022	0.6621	0.773	3.0874	3.69101	0.82422	NA	NA	25.87609	255	14.59744	302
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000855	3	855	1.81149	0.94452	0.06174	0.10107	0.20704	0.57812	0.71644	4.26223	4.93304	0.76213	NA	NA	6.53711	757	32.37283	434
migration	heterogeneous	heterogeneous	IM	IM_2M_2N	IM_2M_2N_03_000856	3	856	1.27821	0.96204	1.90263	0.64218	0.22657	0.30072	0.08199	2.94703	1.24581	0.40036	NA	NA	25.03474	541	2.12051	373
